messages,Training_Testing
I thought someone back home said Shawna Addams was.  Couldn't figure out who told me.  Oh well not a big deal.,1
Tell him to come here,1
Ok be there in a few,1
We are going to have lunch at your house,1
Jim got the mi-fi key for me. Disregard,1
Yup,1
More so if adam cleaned it enough. It is too late to stitch now to the best of my knowledge.,1
"Cool, how does she feel?",1
(2/2) nsurance 2day cuz imma have 2 go 2 tha dent soon my love,1
Ok no prob,1
On my way home.,1
That's fine,1
No worries!  Are you excited?  I am!  Going to my moms around noon.,1
The original disk plus any upgrade if relevant,1
Ok just let me know for sure so I can tell Jill one way or another. amber can come over for dinner too if she would like,1
You gonna be around this afternoon so I can drop off my computer?,1
"no no man I don't care, I just won't be hitting em",1
Yes!!,1
I was thinken of picken up some panera,1
"Texting because I don't want to wake u up if ur still in bed. We still on for today? If so, what time?",1
Well I will let u know when I am done and just see what ur up to,1
Ok thank you,1
How's it going?,1
for u or for someone else?,1
Ok is there a way to cut out the big blank area?,1
Nix on the bonfire. Friend invited me to chill on the lake in chicago. Ur welcome to join me. Call me asap if u want to come otherwise I will assume ur busy,1
Im on my way home beautiful cant wait 2 c u,1
Any word if you guys are staying for dinner?,1
The trial version of fusion expires?,1
Then all the runoff will be on the bottom,1
It is raining here.,1
"Long time, no communication. Is everything ok with you? Love you miss you.",1
Fyi outlook just came back up. Thanks,1
"Visiting with family in town, hw, reading, etc",1
Ok,1
Food court north of arena.,1
She is fine from what I can tell.,1
Oh ok lol,1
Ok thank u sir,1
th ago.    Thank you.   It shipped out the Monday after you went off the deep end. If she didn't get it she needs to contact me not you.,1
9 yrs works    I'll send photos,1
Samantha Smith commented on your status:,1
Ok will do,1
K,1
Yes just had to wait a half an hour.,1
Call me very in portant,1
Call me,1
At a restaurant now lol,1
I thought maybe you met somewhere,1
I love you too. Thank you for this message.,1
By the bathroom house thing??? With all the picnic tables???? I don't see you,1
Nice,1
Thought ud like it,1
Incoming,1
Text messages?,1
Ah ok,1
Incoming,1
I will find it again.,1
Yup,1
"Lisasaid yes, $100.00 for the hutch.",1
"It should be good, I anticipate just one trip",1
It varies,1
Tom is going to be cremated.,1
Later this evening could work,1
Zzzzzzzz positive thoughts. Zzzzzzzzz,1
Don't forget mary jane party tonite at 6,1
We would leave early Friday the 10th and come back late the 19th,1
Thank you.,1
K,1
Thank you for showing her.  Tell her thanks!!,1
At a camp near elgin ,1
Prob for 20 minutes or so,1
"Who all is meeting up, and does 6 work for everyone or should we go later?",1
She was working that hot pink outfit,1
Cigar event at the lounge tonight,1
Outgoing,1
ng your significant other if would like.,1
like ivory junk?,1
So sad :(,1
Take all three. Obviously i never use them if I didnt know i had em.,1
FYI call Caleb so he can tell you what is going on with me.  Went to the ER,1
Mike Barns commented on your status:,1
Hey what was the video that we watched wth the rave dance and the ipods,1
the lounge event tonight,1
Yeah,1
(RE:)I misS u,1
Good,1
Congratulations!,1
"Let me know when close, I'll meet u by my car",1
ill throw in some dro,1
"Could you call them please. I saw it, but i want to get these pictures scanned.",1
Ok thanks u want to go out tnght fr sme drnks,1
Ill b back in a lil bit. Ily,1
No prob lol,1
"I hate this auto correct. The message was to read you ate not, wanted you to see the picture.",1
Possibly. The longer it's on the less likely. Kill it asap.,1
I see Michelle moved out of the rental. The place is cleaned up and up.for rent again. Bet it cost that man a lot of money to clean it up and all the repairs to boot.,1
Beer :) very good beer! you should pick your self up some too!,1
I am happy for you. I just hope it works.out for you.,1
K,1
No prob lol,1
Hey girlie i miss u so much only a lil longer than im off.,1
My mom is home.,1
Amanda is leaving for the night. Not much more they can do. Amanda says stay home.,1
my crib,1
Sounds good,1
"Oh no, I'm so sorry to hear that.  Please tell Mandy and Tom I'm sorry.",1
Ok just waiting in a chair for Sara,1
"Dunno yet, we'll see",1
Ok not a problem just checking,1
"I cannot send my paper tonight. I am having internet problems. If not up soon, i will send as soon as it is restored or when i can get somewhere where i can gain access. Maybe from hospital tomorrow or my sisters house. Enjoy your time in Indy.",1
"Ah ok, well let me know, we can do pre-birthday beer! :)",1
Call me if you have time. Having a small security problem for class. Tks,1
I invited u before I invited amber lol,1
Ok.,1
Miss you too!,1
Hey ur garage door is open. It is 11PM. If I don't hear from you in the next few minutes I will try to shut it. Didn't want to wake u up by calling.,1
K text me around 1 or I will forget lol,1
After,1
I pray she has a restful night so you can get one too. Call le if you need. I will keep my cell phone next to my bed. Love to you both.,1
Lol k,1
There is no way she can take both.,1
7 to 8 meeting close.need to talk about desion on money and letter to doctor. THank you.meeting is close ,1
Thanks~you guys take care of Michael too,1
Out,1
Ok,1
Sure,1
"salvia is like weed, but makes you trip more than chill",1
Heather Yougoht commented on your status:,1
Luv u 2 seyy w all my soul we just got back n now were puttn up tha tree igot them each an xtra gift2 putunderit4 now we miss our mom loveu,1
Go pick up the chair for Timmy. We just got into store.,1
Im bout 2 get off tha tollroad babygurl c u n a min ,1
"No need for el taco bueno, gonna go pick up a ballen free pizza",1
Ok. Susie just emailed me. Her mom does not have cancer in the brain. She is going to try to male it to class after all.,1
Awesome! Congrats man!,1
Nuthin,1
ya it is,1
"Yeah sorry man, just got back in town",1
You will have it in your email inbox in a couple minutes,1
"What? Lol, he talks....",1
In balance i find serenity.thirty seven yr sober and alive.i am grateful three atemps on my life.i am alive and kiking! Blow keep me going,1
Haha,1
man I keep my friends close and my skag closer,1
Hey I'm in wrigleyville do you have any plans for tonight,1
Oh well,1
Ok.  Didn't know that.,1
Sara is in aurora hospital.,1
No it shrinks it for you in page setup,1
Tis a bunch,1
I am in a training until 11:30. Slide under door if you want or leave in my mailbox.,1
Yes and I know where it is,1
Yes,1
"Take your time, there's a 10-15 minute wait.",1
Hey u free in a couple hours?,1
What's your eta?,1
Sre cmoe get me,1
"Ya, i think like the second week or so.",1
Let me know if u want to hang out,1
"Thanks. When u called, I wasn't sure what was going on. I thought it was like 3 in the morn. When I hung up the phone, I realized it was only 1030. Lol",1
"Gas @ family express in Chicago, $3.59 a gal.",1
Thank you,1
Lol ok,1
Oh yeahh and my dad put u and tim on the bared list at Wendy's and warehouse dont u have 4 kids and work why u always there,1
Thanks! Cafeteria,1
I'm here.,1
sure u just moochin weed,1
Still at work,1
Should not. I have Michelle laptop. I will try on hers and see what happends.,1
"8-ball of coke over here, random bars too",1
I was thinking about it. If I do it will be in  a little bit.,1
Hey Mitchell you got some weed?,1
Save me todays paper would you.,1
yeah? Since when?,1
I won't ;) it's hard to justify a case of beer in a vehicle  that is missing cans/bottles to a police officer,1
Same to you,1
Remind me how to get there when u get a chance (or just send me address),1
Coo,1
Have set of keys. STop by.,1
Ok,1
jake od'd last night if you didn't hear by now - too much smack,1
t but I am good. Thanks for checking on us. Got time this weekend for a visit?  Maybe a straight drink or two?,1
So who is pregnant?,1
"Yes, we will.",1
U gng tnght,1
Yeah? Kewl. Where at?,1
Hey ru working tonight? Considering dinner options...,1
WHAT?!? That's like zombie shit,1
You go girl.,1
No prob. We use that at school lol,1
Did you end up sticking it out with the class?,1
"7pm, same as every week lol ",1
no no man I just smoke weed now,1
Haha that's where I stayed for a few weeks ,1
Ok I will check later. Thanks,1
Hadn't met u yet...and he isn't sloppy...that's what that should have said.,1
nd a ride I am still likely to be late.,1
Ok thanks again,1
Awesome! Pop and a snack would be so great. Lightsaber optional :),1
So whatss on todays agenda?,1
And it is actually pretty cheap,1
Actually I remember that Jenny has to be up early on saturday morning for her rally thing so we probably won't be able to go.,1
"Address is 123 main st, mycity, IL",1
Lol,1
Speaking with them now.,1
Hi cindy I'm running late,1
Yes you did.,1
Hey! So we are leaving at 1 on Friday!,1
"Well, she shit on the bed again and chewed up a belt.",1
We just passed one right before mile marker 40...,1
Ok,1
Can we do it tomorrow,1
Call me please,1
Ic,1
Melinda Vaughan commented on your status:,1
Be there in five,1
"I'm in town today, what u doing?",1
Looks like the hooks works,1
Mark wants the three of us to come over to watch a rugby game...if monkey doesn't want to go can he hang out with you??? Can you ask him if he wants to go???,1
Acct 01234567,1
I want to get there about 6 to get a table hopefully,1
Three brothers tonight?,1
gotcha ill get some blow fo sho,1
I am getting drunk.  Want ro meet me and Mindy for drinks,1
Got it -Bob,1
Yes and I have the phone,1
Man I don't need any of that skunk tho,1
"Sounds good. We don't plan on eating in Chicago till 7:45pm, so we plan on leaving around 6:30pm. Not sure where we r eating yet (the other couple is choosing), sandtrap Mines is a $20 admission per person and we intend to hang out late",1
Awesome. Thanks.,1
Getting ready to head that way,1
No prob,1
"Oh, I went to school with her.  Graduated with me.",1
"Strong arm robbery on Michigan Ave, suspect may be in bldg nearby. Check CNN for updates",1
"u donêt do smack, tell me the truth",1
"No, i sure dont see if you can get a hold of Tom.",1
630 & 730 tonight who's in who's out.,1
I still want them,1
Good news ... I got put of working tomorrow :),1
